City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
230,Oranjemund,NA,2022-04-17 21:52:16,-28.55,16.4333,59.18,77,0,8.66,clear sky
231,Bambous Virieux,MU,2022-04-17 21:52:16,-20.3428,57.7575,77.25,94,75,0.0,moderate rain
232,Gangtok,IN,2022-04-17 21:52:17,27.3333,88.6167,54.9,69,15,5.19,few clouds
233,Moron,AR,2022-04-17 21:52:17,-34.6534,-58.6198,68.97,73,100,5.53,overcast clouds
234,Beringovskiy,RU,2022-04-17 21:52:18,63.05,179.3167,30.88,97,100,11.39,light snow
235,Torbay,CA,2022-04-17 21:52:18,47.6666,-52.7314,51.28,91,100,10.36,overcast clouds
236,Ormara,PK,2022-04-17 21:52:19,25.2088,64.6357,80.35,84,0,2.91,clear sky
237,Henties Bay,NA,2022-04-17 21:52:19,-22.116,14.2845,62.01,78,7,6.06,clear sky
238,Sitka,US,2022-04-17 21:50:30,57.0531,-135.33,46.29,57,40,8.05,scattered clouds
239,Kibiti,TZ,2022-04-17 21:52:19,-7.7218,38.9375,71.26,99,18,2.46,light rain
240,Omboue,GA,2022-04-17 21:52:20,-1.5746,9.2618,78.82,90,100,4.27,overcast clouds
241,Puerto Carreno,CO,2022-04-17 21:52:20,6.189,-67.4859,89.58,58,20,2.3,few clouds
242,Merrill,US,2022-04-17 21:47:51,45.1805,-89.6835,44.37,44,40,5.75,scattered clouds
243,Shelburne,CA,2022-04-17 21:50:09,44.0787,-80.2041,42.12,37,5,7.11,clear sky
244,Puri,IN,2022-04-17 21:52:21,19.8,85.85,79.32,86,97,19.86,overcast clouds
245,Batagay-Alyta,RU,2022-04-17 21:52:21,67.8006,130.4114,-0.78,98,100,1.88,overcast clouds
246,Okhotsk,RU,2022-04-17 21:52:22,59.3833,143.3,20.53,83,99,6.33,overcast clouds
247,Constitucion,CL,2022-04-17 21:50:57,-35.3333,-72.4167,54.86,88,46,5.64,scattered clouds
248,Airai,TL,2022-04-17 21:52:22,-8.9266,125.4092,59.54,87,77,2.33,broken clouds
249,Nanma,CN,2022-04-17 21:52:22,36.1817,118.1583,53.17,45,100,2.48,overcast clouds
250,Big Spring,US,2022-04-17 21:52:23,32.2504,-101.4787,90.1,7,0,8.01,clear sky
251,Groa,NO,2022-04-17 21:52:23,62.65,8.7167,41.14,54,100,9.19,overcast clouds
252,Ploemeur,FR,2022-04-17 21:52:23,47.7333,-3.4333,55.81,83,0,6.91,clear sky
253,Turbat,PK,2022-04-17 21:52:24,26.0023,63.044,82.27,47,0,3.04,clear sky
254,Coquimbo,CL,2022-04-17 21:50:45,-29.9533,-71.3436,56.93,88,75,8.05,broken clouds
255,Cockburn Town,TC,2022-04-17 21:52:24,21.4612,-71.1419,78.76,73,75,17.27,broken clouds
256,Phan Thiet,VN,2022-04-17 21:52:25,10.9333,108.1,77.2,87,54,8.66,broken clouds
257,Rincon,US,2022-04-17 21:52:25,32.296,-81.2354,82.36,66,75,16.11,broken clouds
258,Kiunga,PG,2022-04-17 21:52:25,-6.1219,141.2906,74.88,98,100,0.58,overcast clouds
259,Saint-Georges,GD,2022-04-17 21:49:37,12.0564,-61.7485,82.08,74,40,23.02,scattered clouds
260,Zhuhai,CN,2022-04-17 21:52:26,22.2769,113.5678,71.38,78,40,8.05,scattered clouds
261,Maarianhamina,AX,2022-04-17 21:52:26,60.0973,19.9348,33.66,93,0,2.3,clear sky
262,Maningrida,AU,2022-04-17 21:52:27,-12.0667,134.2667,74.79,90,100,7.31,overcast clouds
263,Mehamn,NO,2022-04-17 21:52:27,71.0357,27.8492,40.95,93,75,17.27,broken clouds
264,Luang Prabang,LA,2022-04-17 21:52:27,19.8856,102.1347,70.27,97,20,1.57,light rain
265,Charters Towers,AU,2022-04-17 21:52:28,-20.1,146.2667,70.03,76,0,10.67,clear sky
266,Fethiye,TR,2022-04-17 21:51:03,36.6217,29.1164,75.07,41,75,5.91,broken clouds
267,Constantine,DZ,2022-04-17 21:52:28,36.365,6.6147,47.61,81,20,6.91,few clouds
268,Muros,ES,2022-04-17 21:52:28,42.7762,-9.0603,57.83,80,15,12.06,few clouds
269,Nicoya,CR,2022-04-17 21:52:29,10.1483,-85.452,89.11,50,100,9.4,overcast clouds
270,Asau,RO,2022-04-17 21:52:29,46.4333,26.4,34.72,80,39,5.82,scattered clouds
271,Saint Andrews,US,2022-04-17 21:52:29,34.0454,-81.1293,82.49,43,75,10.36,broken clouds
272,Puerto Madryn,AR,2022-04-17 21:52:30,-42.7692,-65.0385,61.07,74,0,19.46,clear sky
273,Tevriz,RU,2022-04-17 21:52:30,57.509,72.4042,29.26,96,54,3.69,broken clouds
274,Birjand,IR,2022-04-17 21:52:30,32.8663,59.2211,59.47,63,20,11.5,few clouds
275,Aire-Sur-La-Lys,FR,2022-04-17 21:52:31,50.6387,2.3988,53.87,60,72,8.32,broken clouds
276,Adrar,MR,2022-04-17 21:52:31,20.5022,-10.0711,80.29,12,37,11.83,scattered clouds
277,Port Blair,IN,2022-04-17 21:52:32,11.6667,92.75,78.84,94,20,2.3,mist
278,Balkanabat,TM,2022-04-17 21:53:32,39.5108,54.3671,54.09,84,87,1.48,overcast clouds
279,Caravelas,BR,2022-04-17 21:53:32,-17.7125,-39.2481,77.67,64,100,11.12,overcast clouds
280,Anito,PH,2022-04-17 21:53:33,12.4497,125.2886,79.43,75,75,8.08,broken clouds
281,Chokurdakh,RU,2022-04-17 21:53:33,70.6333,147.9167,4.41,96,89,4.32,overcast clouds
282,Yellandu,IN,2022-04-17 21:53:33,17.6,80.3333,78.94,65,76,6.85,broken clouds
283,Wenatchee,US,2022-04-17 21:53:34,47.4235,-120.3103,55.98,38,0,9.22,clear sky
284,Luderitz,NA,2022-04-17 21:53:34,-26.6481,15.1594,68.34,49,0,9.33,clear sky
285,Brigham City,US,2022-04-17 21:53:35,41.5102,-112.0155,57.31,31,0,5.01,clear sky
286,Saint-Francois,FR,2022-04-17 21:53:35,46.4154,3.9054,46.67,63,0,2.3,clear sky
287,Grand Forks,US,2022-04-17 21:53:33,47.9417,-97.4337,30.78,93,100,18.41,snow
288,Nizhniy Tsasuchey,RU,2022-04-17 21:53:35,50.5167,115.1333,40.57,68,88,7.92,overcast clouds
289,San Quintin,MX,2022-04-17 21:53:36,30.4833,-115.95,66.88,62,6,20.69,clear sky
290,Bontang,ID,2022-04-17 21:53:36,0.1333,117.5,78.21,87,96,6.87,overcast clouds
291,Manokwari,ID,2022-04-17 21:53:36,-0.8667,134.0833,79.68,74,95,2.55,overcast clouds
292,Wakema,MM,2022-04-17 21:53:37,16.6,95.1833,78.89,84,23,5.06,few clouds
293,Banda Aceh,ID,2022-04-17 21:53:37,5.5577,95.3222,78.58,80,84,4.61,broken clouds
294,Korla,CN,2022-04-17 21:53:38,41.7597,86.1469,55.04,15,2,7.38,clear sky
295,Axim,GH,2022-04-17 21:53:38,4.8699,-2.2405,79.7,84,82,9.98,broken clouds
296,Durres,AL,2022-04-17 21:53:39,41.3231,19.4414,59.18,62,99,12.03,overcast clouds
297,Aurich,DE,2022-04-17 21:53:39,53.4667,7.4833,46.94,68,0,8.48,clear sky
298,Iqaluit,CA,2022-04-17 21:53:39,63.7506,-68.5145,-0.31,64,75,16.11,broken clouds
299,San Carlos De Bariloche,AR,2022-04-17 21:53:40,-41.1456,-71.3082,60.55,51,75,4.61,broken clouds
300,Atambua,ID,2022-04-17 21:53:40,-9.1061,124.8925,73.72,86,94,3.06,overcast clouds
301,Geraldton,AU,2022-04-17 21:53:40,-28.7667,114.6,54.01,76,0,10.36,clear sky
302,Qingyuan,CN,2022-04-17 21:53:41,23.7,113.0333,60.78,90,100,4.45,light rain
303,Kontagora,NG,2022-04-17 21:53:41,10.3999,5.4695,83.5,56,90,10.65,light rain
304,Cuamba,MZ,2022-04-17 21:53:42,-14.8031,36.5372,67.78,95,5,4.45,clear sky
305,Creel,MX,2022-04-17 21:53:42,27.75,-107.6333,80.47,6,29,14.09,scattered clouds
306,Williams Lake,CA,2022-04-17 21:53:33,52.1415,-122.1445,54.05,22,40,13.8,scattered clouds
307,Cayenne,GF,2022-04-17 21:53:42,4.9333,-52.3333,82.44,1,40,7.0,scattered clouds
308,Tupik,RU,2022-04-17 21:53:43,54.4253,119.9327,30.6,80,100,4.12,overcast clouds
309,Richards Bay,ZA,2022-04-17 21:53:43,-28.783,32.0377,63.07,92,100,4.36,overcast clouds
310,Alugan,PH,2022-04-17 21:53:43,12.2188,125.4808,80.96,70,99,10.27,overcast clouds
311,Mount Gambier,AU,2022-04-17 21:53:44,-37.8333,140.7667,53.51,94,100,2.3,moderate rain
312,Saint Anthony,US,2022-04-17 21:53:44,45.0205,-93.218,41.88,77,100,14.97,snow
313,Maceio,BR,2022-04-17 21:53:44,-9.6658,-35.7353,80.04,83,40,5.75,scattered clouds
314,Coahuayana,MX,2022-04-17 21:53:45,18.7333,-103.6833,86.47,54,68,7.38,broken clouds
315,Arlit,NE,2022-04-17 21:53:45,18.7369,7.3853,77.36,12,87,7.11,overcast clouds
316,Okahandja,NA,2022-04-17 21:53:45,-21.9833,16.9167,64.62,35,54,2.04,broken clouds
317,Manado,ID,2022-04-17 21:53:46,1.487,124.8455,74.17,88,40,2.3,scattered clouds
318,Verkh-Usugli,RU,2022-04-17 21:53:46,52.7,115.1667,37.51,85,100,5.1,overcast clouds
319,Petropavlovsk-Kamchatskiy,RU,2022-04-17 21:53:46,53.0452,158.6483,32.59,55,0,2.24,clear sky
320,Doha,QA,2022-04-17 21:54:47,25.2867,51.5333,80.58,20,0,12.66,clear sky
321,Forestville,US,2022-04-17 21:54:47,38.8451,-76.875,56.64,32,0,13.8,clear sky
322,Zhangye,CN,2022-04-17 21:54:48,38.9342,100.4517,42.37,32,4,7.74,clear sky
323,Sherpur,BD,2022-04-17 21:54:48,25.0188,90.0175,71.6,80,1,13.2,clear sky
324,Tottori,JP,2022-04-17 21:54:48,35.5,134.2333,46.47,71,0,5.75,clear sky
325,Yoichi,JP,2022-04-17 21:54:49,43.2039,140.7703,45.46,75,93,6.13,overcast clouds
326,Gallup,US,2022-04-17 21:54:49,35.5281,-108.7426,70.02,10,0,5.01,clear sky
327,Teya,RU,2022-04-17 21:54:49,60.3778,92.6267,26.22,87,98,9.62,overcast clouds
328,Guiratinga,BR,2022-04-17 21:54:50,-16.3494,-53.7583,69.69,53,16,3.51,few clouds
329,Pevek,RU,2022-04-17 21:54:50,69.7008,170.3133,6.12,89,30,0.81,scattered clouds
330,Sarahan,IN,2022-04-17 21:54:51,31.5167,77.8,51.96,41,71,8.3,broken clouds
331,Hurup,DK,2022-04-17 21:54:51,56.7494,8.4195,42.49,3,12,4.61,few clouds
332,Mazatan,MX,2022-04-17 21:54:51,14.8667,-92.45,87.62,60,94,11.12,overcast clouds
333,Bubaque,GW,2022-04-17 21:54:52,11.2833,-15.8333,75.31,75,47,20.94,scattered clouds
334,Horodok,UA,2022-04-17 21:54:52,49.1637,26.5839,33.51,73,8,6.31,clear sky
335,Faya,SA,2022-04-17 21:54:52,18.3851,42.4509,66.72,36,53,5.68,broken clouds
336,Komsomolskiy,UZ,2022-04-17 21:54:53,40.4272,71.7189,63.32,39,30,9.22,scattered clouds
337,Courtenay,CA,2022-04-17 21:54:53,49.6866,-124.9936,56.01,56,75,17.27,broken clouds
338,Havre-Saint-Pierre,CA,2022-04-17 21:54:53,50.2334,-63.5986,35.96,93,100,12.66,overcast clouds
339,Te Anau,NZ,2022-04-17 21:54:54,-45.4167,167.7167,52.57,77,35,1.48,scattered clouds
340,San Policarpo,PH,2022-04-17 21:54:54,12.1791,125.5072,81.5,68,97,11.1,overcast clouds
341,Tiksi,RU,2022-04-17 21:54:54,71.6872,128.8694,-5.03,99,80,2.59,broken clouds
342,Pangai,TO,2022-04-17 21:52:19,-19.8,-174.35,84.31,70,40,8.05,scattered clouds
343,Andenes,NO,2022-04-17 21:54:55,69.3143,16.1194,40.98,87,100,17.27,overcast clouds
344,Rio Cuarto,AR,2022-04-17 21:54:55,-33.1307,-64.3499,71.37,40,0,14.97,clear sky
345,Moree,AU,2022-04-17 21:54:55,-29.4667,149.85,57.22,88,11,9.22,few clouds
346,Zhezkazgan,KZ,2022-04-17 21:54:56,47.8043,67.7144,56.82,62,100,15.1,overcast clouds
347,Aripuana,BR,2022-04-17 21:54:56,-9.1667,-60.6333,75.06,97,100,2.48,overcast clouds
348,Guerrero Negro,MX,2022-04-17 21:54:57,27.9769,-114.0611,68.81,56,89,18.75,overcast clouds
349,Manicore,BR,2022-04-17 21:54:57,-5.8092,-61.3003,76.14,95,97,1.88,overcast clouds
350,Baykit,RU,2022-04-17 21:54:57,61.67,96.37,25.7,84,98,10.58,overcast clouds
351,Neuquen,AR,2022-04-17 21:54:58,-38.9516,-68.0591,69.69,60,0,0.0,clear sky
352,Narva-Joesuu,EE,2022-04-17 21:54:58,59.4589,28.0408,33.66,77,100,6.15,overcast clouds
353,Minab,IR,2022-04-17 21:54:58,27.1467,57.0801,79.56,57,0,16.58,clear sky
354,Luanda,AO,2022-04-17 21:54:59,-8.8368,13.2343,78.8,89,75,10.36,light intensity drizzle
355,Iisalmi,FI,2022-04-17 21:54:59,63.5592,27.1907,32.31,98,73,2.53,broken clouds
356,Innoshima,JP,2022-04-17 21:54:59,34.2833,133.1833,51.57,60,100,5.48,overcast clouds
357,Ereymentau,KZ,2022-04-17 21:55:00,51.6199,73.1033,52.03,61,100,15.46,overcast clouds
358,Rawson,AR,2022-04-17 21:55:00,-43.3002,-65.1023,61.29,71,1,24.54,clear sky
359,Bardsir,IR,2022-04-17 21:55:00,29.9227,56.5743,52.66,40,3,9.78,clear sky
360,Tacuarembo,UY,2022-04-17 21:55:01,-31.7333,-55.9833,64.76,60,100,7.45,overcast clouds
361,Marawi,PH,2022-04-17 21:55:01,7.9986,124.2928,68.68,96,84,0.87,broken clouds
362,Ostrogozhsk,RU,2022-04-17 21:55:02,50.8664,39.0756,49.12,92,100,5.59,overcast clouds
363,Bures-Sur-Yvette,FR,2022-04-17 21:55:03,48.6998,2.1706,59.88,49,0,8.05,clear sky
364,Fayaoue,NC,2022-04-17 21:55:03,-20.65,166.5333,78.67,70,100,3.87,overcast clouds
365,San Isidro,PE,2022-04-17 21:55:04,-12.1167,-77.05,66.51,62,75,3.44,broken clouds
366,Ladario,BR,2022-04-17 21:56:04,-19.0047,-57.6017,82.69,47,0,6.91,clear sky
367,Tingi,TZ,2022-04-17 21:56:04,-11.3,35.0333,62.98,96,28,3.29,scattered clouds
368,Erzurum,TR,2022-04-17 21:56:05,40.0,41.5,40.68,59,77,2.68,broken clouds
369,Bom Jesus,BR,2022-04-17 21:56:05,-9.0744,-44.3586,76.42,84,67,3.02,broken clouds
370,Prince Rupert,CA,2022-04-17 21:56:05,54.3161,-130.3201,48.29,53,0,10.36,clear sky
371,Karratha,AU,2022-04-17 21:56:06,-20.7377,116.8463,82.15,34,17,12.24,few clouds
372,Lagunas,PE,2022-04-17 21:56:06,-5.2269,-75.6753,79.66,91,57,2.37,light rain
373,Shingu,JP,2022-04-17 21:56:07,33.7333,135.9833,60.42,86,100,7.63,overcast clouds
374,Anadyr,RU,2022-04-17 21:56:07,64.75,177.4833,32.5,86,75,24.61,light snow
375,Victoria,HK,2022-04-17 21:55:34,22.2855,114.1577,72.18,78,100,11.01,overcast clouds
376,Havoysund,NO,2022-04-17 21:56:07,70.9963,24.6622,43.03,96,100,17.98,overcast clouds
377,Hovd,MN,2022-04-17 21:56:08,48.0056,91.6419,41.56,29,0,7.49,clear sky
378,Batatais,BR,2022-04-17 21:56:08,-20.8911,-47.585,76.98,66,38,3.62,scattered clouds
379,Port Macquarie,AU,2022-04-17 21:56:09,-31.4333,152.9167,64.89,87,18,3.91,few clouds
380,Tema,GH,2022-04-17 21:56:09,5.667,-0.0166,82.81,83,40,13.8,scattered clouds
381,Nouakchott,MR,2022-04-17 21:56:05,18.0858,-15.9785,66.13,81,97,18.16,overcast clouds
382,Port Lincoln,AU,2022-04-17 21:56:10,-34.7333,135.8667,60.84,74,100,11.81,overcast clouds
383,Palu,ID,2022-04-17 21:56:10,-0.8917,119.8707,75.11,93,79,3.24,broken clouds
384,Renqiu,CN,2022-04-17 21:56:10,38.6989,116.0936,52.75,44,99,3.0,overcast clouds
385,Vila Franca Do Campo,PT,2022-04-17 21:56:11,37.7167,-25.4333,59.41,79,70,11.14,broken clouds
386,Svetlaya,RU,2022-04-17 21:56:11,46.5389,138.3297,38.79,59,21,6.24,few clouds
387,Bowen,AU,2022-04-17 21:56:11,-20.0167,148.2333,74.35,75,1,11.32,clear sky
388,Montepuez,MZ,2022-04-17 21:56:12,-13.1256,38.9997,69.1,96,8,6.42,clear sky
389,Lukovetskiy,RU,2022-04-17 21:56:12,64.2956,41.9211,33.33,98,100,5.03,overcast clouds
390,Shimoda,JP,2022-04-17 21:56:13,34.6667,138.95,55.11,81,100,7.9,overcast clouds
391,Hirara,JP,2022-04-17 21:56:13,24.8,125.2833,66.47,82,75,3.44,broken clouds
392,Klaksvik,FO,2022-04-17 21:56:13,62.2266,-6.589,47.32,95,100,11.12,overcast clouds
393,Syracuse,IT,2022-04-17 21:54:43,37.0881,15.2792,52.97,86,90,14.9,moderate rain
394,Vitim,RU,2022-04-17 21:56:14,59.4511,112.5578,41.74,98,100,10.29,light rain
395,Kupang,ID,2022-04-17 21:56:14,-10.1667,123.5833,77.72,80,88,3.11,overcast clouds
396,Beyneu,KZ,2022-04-17 21:56:15,45.3167,55.2,61.0,39,1,6.06,clear sky
397,Sakaiminato,JP,2022-04-17 21:56:15,35.55,133.2333,46.38,93,75,5.75,broken clouds
398,Saint-Pierre,RE,2022-04-17 21:56:15,-21.3393,55.4781,76.68,87,75,11.5,broken clouds
399,Clyde River,CA,2022-04-17 21:56:16,70.4692,-68.5914,-9.17,77,20,6.91,few clouds
400,Tautira,PF,2022-04-17 21:56:16,-17.7333,-149.15,81.19,72,21,13.02,few clouds
401,Kachug,RU,2022-04-17 21:56:17,53.9606,105.8817,39.25,84,100,3.24,overcast clouds
402,Kuching,MY,2022-04-17 21:51:49,1.55,110.3333,77.22,88,40,4.61,thunderstorm
403,Svetlyy,RU,2022-04-17 21:56:17,54.675,20.1347,30.25,81,56,5.57,broken clouds
404,Vila Velha,BR,2022-04-17 21:56:18,-20.3297,-40.2925,76.95,77,75,13.8,broken clouds
405,Tayu,ID,2022-04-17 21:56:18,-6.5397,111.0518,78.75,90,67,4.38,broken clouds
406,Abatskoye,RU,2022-04-17 21:56:18,56.2875,70.4555,33.84,83,55,6.29,broken clouds
407,Brindisi,IT,2022-04-17 21:56:19,40.5833,17.6667,53.96,59,100,20.02,light rain
408,Hami,CN,2022-04-17 21:56:19,42.8,93.45,52.29,21,0,5.23,clear sky
409,Deniliquin,AU,2022-04-17 21:56:20,-35.5333,144.9667,67.95,44,100,7.83,moderate rain
410,Beloha,MG,2022-04-17 21:56:20,-25.1667,45.05,73.26,88,78,11.52,broken clouds
411,Atessa,IT,2022-04-17 21:57:20,42.0693,14.4511,46.29,61,100,10.0,overcast clouds
412,Susanville,US,2022-04-17 21:57:21,40.4163,-120.653,60.91,23,61,14.0,broken clouds
413,Rio Pardo De Minas,BR,2022-04-17 21:57:21,-15.6097,-42.5397,66.4,88,99,6.93,overcast clouds
414,Spencer,US,2022-04-17 21:57:21,43.1414,-95.1444,33.91,80,100,13.8,light snow
415,Fortuna,US,2022-04-17 21:57:22,40.5982,-124.1573,60.93,47,0,13.8,clear sky
416,Ous,RU,2022-04-17 21:57:22,60.9058,61.5186,21.02,91,11,5.28,few clouds
417,Bayir,TR,2022-04-17 21:57:22,37.2687,28.2167,66.72,49,3,15.52,clear sky
418,Hervey Bay,AU,2022-04-17 21:57:23,-25.2986,152.8535,66.02,89,75,8.99,broken clouds
419,Ambon,ID,2022-04-17 21:57:23,-3.6954,128.1814,77.14,88,40,8.05,scattered clouds
420,Gigmoto,PH,2022-04-17 21:57:24,13.7796,124.39,77.61,81,26,9.46,scattered clouds
421,Hailey,US,2022-04-17 21:57:24,43.5196,-114.3153,42.8,40,83,10.0,broken clouds
422,Faanui,PF,2022-04-17 21:57:24,-16.4833,-151.75,80.92,73,39,10.33,light rain
423,Djambala,CG,2022-04-17 21:57:25,-2.5447,14.7533,71.96,86,100,1.36,light rain
424,Esil,KZ,2022-04-17 21:57:25,51.9556,66.4042,49.23,58,100,10.49,overcast clouds
425,Winnemucca,US,2022-04-17 21:55:33,40.973,-117.7357,64.45,13,0,14.97,clear sky
426,Inta,RU,2022-04-17 21:57:25,66.0317,60.1659,26.22,95,73,12.41,broken clouds
427,Orange Cove,US,2022-04-17 21:57:26,36.6244,-119.3137,78.67,31,0,5.66,clear sky
428,Porirua,NZ,2022-04-17 21:57:26,-41.1333,174.85,62.55,82,92,1.83,overcast clouds
429,Cabedelo,BR,2022-04-17 21:57:26,-6.9811,-34.8339,81.27,77,81,8.32,broken clouds
430,Santiago De Cuba,CU,2022-04-17 21:55:36,20.0247,-75.8219,79.38,66,38,4.88,scattered clouds
431,Puerto Escondido,MX,2022-04-17 21:55:16,15.85,-97.0667,87.42,58,67,9.93,broken clouds
432,Biak,ID,2022-04-17 21:57:27,-0.9131,122.8766,75.43,78,76,2.77,broken clouds
433,Pundaguitan,PH,2022-04-17 21:57:27,6.3711,126.1689,80.53,78,100,5.77,overcast clouds
434,Tessalit,ML,2022-04-17 21:57:28,20.1986,1.0114,75.63,22,0,9.62,clear sky
435,Mahajanga,MG,2022-04-17 21:57:28,-15.7167,46.3167,77.02,78,20,4.61,few clouds
436,Antalaha,MG,2022-04-17 21:57:28,-14.9003,50.2788,73.9,87,8,6.78,clear sky
437,Fort Nelson,CA,2022-04-17 21:53:33,58.8053,-122.7002,18.99,49,75,5.75,light snow
438,Kangaatsiaq,GL,2022-04-17 21:57:29,68.3065,-53.4641,7.97,93,96,7.47,overcast clouds
439,Salalah,OM,2022-04-17 21:57:29,17.0151,54.0924,79.14,86,19,2.62,few clouds
440,Palana,RU,2022-04-17 21:57:30,59.1167,159.9667,20.48,88,100,6.35,overcast clouds
441,Baghdad,IQ,2022-04-17 21:54:56,33.3406,44.4009,66.11,26,0,3.44,clear sky
442,Launceston,AU,2022-04-17 21:57:30,-41.45,147.1667,59.14,97,75,1.14,moderate rain
443,Sarangani,PH,2022-04-17 21:57:30,5.4033,125.4636,81.59,76,100,12.41,overcast clouds
444,Narsaq,GL,2022-04-17 21:57:31,60.9167,-46.05,29.57,87,98,4.14,overcast clouds
445,Assisi,IT,2022-04-17 21:57:31,43.0691,12.6165,44.42,56,14,9.22,few clouds
446,Nara,JP,2022-04-17 21:54:25,34.6851,135.8049,57.49,68,96,3.6,overcast clouds
447,Millerovo,RU,2022-04-17 21:57:31,48.9226,40.3967,55.13,63,100,5.88,overcast clouds
448,Samarai,PG,2022-04-17 21:57:32,-10.6167,150.6667,82.35,77,100,11.39,moderate rain
449,Chelmsford,GB,2022-04-17 21:57:32,51.7357,0.4696,53.85,76,100,6.89,overcast clouds
450,Kutum,SD,2022-04-17 21:57:32,14.2,24.6667,77.81,17,7,1.28,clear sky
451,Sisophon,KH,2022-04-17 21:57:33,13.5859,102.9737,78.53,79,100,2.84,overcast clouds
452,Bireun,ID,2022-04-17 21:57:33,5.203,96.7009,77.59,80,90,3.51,overcast clouds
453,Haines Junction,CA,2022-04-17 21:57:34,60.7522,-137.5108,33.75,32,84,4.61,broken clouds
454,Tuatapere,NZ,2022-04-17 21:57:34,-46.1333,167.6833,52.7,74,10,4.68,clear sky
455,Nautla,MX,2022-04-17 21:57:34,20.2167,-96.7833,85.62,65,30,14.5,scattered clouds
456,Lolodorf,CM,2022-04-17 21:57:35,3.2333,10.7333,72.27,99,100,1.39,overcast clouds
457,Ayr,GB,2022-04-17 21:57:35,55.4627,-4.6339,53.49,82,20,10.36,few clouds
